Radius from GC [kpc]	Optimal DM mass [MeV]
0.03708848197596332	54.19380743799849
0.39681873350841596	54.19001195615684
0.7565489850408686	54.19079299210899
1.1162792365733214	54.19112285254556
1.476009488105774	54.19127988258676
1.9882302582263947	54.191489884019376
2.5004510283470154	54.19167126656451
3.012671798467636	54.19169463118399
3.524892568588257	54.1915012784286
4.02374655008316	54.1912352051744
4.522600531578064	54.19112497168192
5.0214545130729675	54.19105603800605
5.520308494567871	54.19100632757846
6.016494989395142	54.19090721546161
6.512681484222412	54.1908566538642
7.008867979049683	54.19084283826098
7.505054473876953	54.19089634073045
8.003790855407715	54.19095679254512
8.502527236938477	54.19107551026404
9.001263618469238	54.191222049029626
9.5	54.19132504962293
10.0	54.19137283415687
10.5	54.19135537338037
11.0	54.19124540467534
11.5	54.19112230952153
12.0	54.19092001872362
12.5	54.19077776942032
13.0	54.19067381462515
13.5	54.190635628174064
14.0	54.1906351313305
14.5	54.19063518923379
15.0	54.19063524651793
15.5	54.19063530321496
24.125	54.19063621065981
32.75	54.190637026229055
41.375	54.190637777613794
50.0	54.19063847524341
